,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Sami Hyypiä,fi FIN,DF,27,37,37,3330,37.0,3,0,3,3,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,087b932d
Stéphane Henchoz,ch SUI,DF,26,37,37,3315,36.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,17476497
Jerzy Dudek,pl POL,GK,28,35,35,3115,34.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1064659d
John Arne Riise,no NOR,DFMF,20,38,34,3128,34.8,7,3,10,7,0,0,1,0,0.20,0.09,0.29,0.20,0.29,Matches,9bf988c2
Jamie Carragher,eng ENG,DFMF,23,33,33,2970,33.0,0,1,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,Matches,d0ebce19
Dietmar Hamann,de GER,MF,27,31,31,2733,30.4,1,4,5,1,0,0,2,1,0.03,0.13,0.16,0.03,0.16,Matches,01c05efb
Danny Murphy,eng ENG,MF,24,36,31,2719,30.2,6,8,14,6,0,0,4,0,0.20,0.26,0.46,0.20,0.46,Matches,03a97c40
Emile Heskey,eng ENG,FW,23,35,26,2365,26.3,9,7,16,9,0,0,3,0,0.34,0.27,0.61,0.34,0.61,Matches,30184789
Steven Gerrard,eng ENG,MF,21,28,26,2133,23.7,3,8,11,3,0,0,5,1,0.13,0.34,0.46,0.13,0.46,Matches,caeb5442
Michael Owen,eng ENG,FW,21,29,25,2221,24.7,19,1,20,18,1,1,1,0,0.77,0.04,0.81,0.73,0.77,Matches,88b3f52c
Gary McAllister,sct SCO,MF,36,25,14,1249,13.9,0,4,4,0,0,1,0,0,0.00,0.29,0.29,0.00,0.29,Matches,19f7edbc
Vladimír Šmicer,cz CZE,FWMF,28,22,13,1302,14.5,4,6,10,4,0,0,2,0,0.28,0.41,0.69,0.28,0.69,Matches,134c46b4
Nicolas Anelka,fr FRA,FW,22,20,13,1263,14.0,4,2,6,4,0,0,0,0,0.29,0.14,0.43,0.29,0.43,Matches,931ed5e9
Patrik Berger,cz CZE,MF,27,21,12,1152,12.8,1,2,3,1,0,0,0,0,0.08,0.16,0.23,0.08,0.23,Matches,f16325b3
Stephen Wright,eng ENG,DF,21,12,10,899,10.0,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,4722b94a
Abel Xavier,pt POR,DF,28,10,9,756,8.4,1,2,3,1,0,0,1,0,0.12,0.24,0.36,0.12,0.36,Matches,1c4eb067
Jari Litmanen,fi FIN,FWMF,30,21,8,848,9.4,4,1,5,4,0,1,0,0,0.42,0.11,0.53,0.42,0.53,Matches,ee47d4fd
Robbie Fowler,eng ENG,FW,26,10,8,667,7.4,3,1,4,,,,2,0,0.40,0.13,0.54,,,Matches,7cd34266
Igor Bišćan,hr CRO,DFMF,23,5,4,292,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3597a728
Grégory Vignal,fr FRA,DF,20,4,3,300,3.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,5027d998
Nick Barmby,eng ENG,FWMF,27,6,2,213,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4af0a400
Jamie Redknapp,eng ENG,MF,28,4,2,181,2.0,1,0,1,,,,1,,0.50,0.00,0.50,,,Matches,c337443d
Markus Babbel,de GER,DF,28,2,2,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b59f0646
Pegguy Arphexad,fr FRA,GK,28,2,1,125,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,611e7e91
Vegard Heggem,no NOR,DFMF,26,1,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,,b7c6e000
Chris Kirkland,eng ENG,GK,20,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,710265d2
Sander Westerveld,nl NED,GK,26,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dc8d38a2
Squad Total,,,25.5,38,418,3420,38.0,63,51,114,62,1,3,43,2,1.66,1.34,3.00,1.63,2.97,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
