,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Steve Finnan,ie IRL,DF,25,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,5596a89f
Edwin van der Sar,nl NED,GK,30,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,98ee8a67
Andy Melville,wls WAL,DFMF,32,35,35,3147,35.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,d65253c8
Rufus Brevett,eng ENG,DF,31,35,34,3039,33.8,0,3,3,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches,e7ebaace
Steed Malbranque,fr FRA,MF,21,37,33,3042,33.8,8,8,16,8,0,0,2,0,0.24,0.24,0.47,0.24,0.47,Matches,e3df61bc
Alain Goma,fr FRA,DF,28,33,32,2785,30.9,0,1,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,Matches,92ecd444
Sylvain Legwinski,fr FRA,MF,27,33,30,2577,28.6,3,1,4,3,0,0,8,0,0.10,0.03,0.14,0.10,0.14,Matches,b6054175
John Collins,sct SCO,MF,33,34,29,2608,29.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6eadab89
Louis Saha,fr FRA,FW,22,36,28,2637,29.3,8,1,9,7,1,2,5,0,0.27,0.03,0.31,0.24,0.27,Matches,7106e4fe
Barry Hayles,jm JAM,FW,29,35,27,2436,27.1,8,3,11,8,0,0,7,0,0.30,0.11,0.41,0.30,0.41,Matches,e6c506bf
Sean Davis,eng ENG,MF,21,30,25,2166,24.1,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,c3feaa94
Steve Marlet,fr FRA,FWMF,27,26,21,1895,21.1,6,3,9,6,0,0,1,0,0.28,0.14,0.43,0.28,0.43,Matches,1d248a46
Luís Boa Morte,pt POR,FWMF,23,23,15,1343,14.9,1,1,2,1,0,1,8,2,0.07,0.07,0.13,0.07,0.13,Matches,59ab6332
Bjarne Goldbæk,dk DEN,MF,32,13,8,697,7.7,1,1,2,1,0,0,1,0,0.13,0.13,0.26,0.13,0.26,Matches,9bf2321a
Zat Knight,eng ENG,DF,21,10,8,623,6.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,607efc45
Jon Harley,eng ENG,DF,21,10,5,548,6.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1c85d7f3
Lee Clark,eng ENG,MF,28,9,5,403,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8bd64c51
Abdeslam Ouaddou,ma MAR,DFMF,22,8,4,390,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,02bb0e65
Kit Symons,wls WAL,DF,30,4,2,284,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e4b9fd42
Eddie Lewis,us USA,MF,27,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,356b4546
Maik Taylor,nir NIR,GK,29,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,755ea891
Andrejs Štolcers,lv LVA,MF,27,5,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4a1f36d3
Calum Willock,kn SKN,FW,19,2,0,9,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3db947c2
Kevin Betsy,sc SEY,FWMF,23,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2daed131
Squad Total,,,27.7,38,415,3420,38.0,35,28,63,34,1,3,51,1,0.92,0.74,1.66,0.89,1.63,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
