,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Danny Higginbotham,gi GIB,DF,22,37,37,3330,37.0,1,0,1,0,1,1,7,0,0.03,0.00,0.03,0.00,0.00,Matches,688135a1
Chris Riggott,eng ENG,DF,20,37,37,3300,36.7,0,2,2,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches,6ec07df6
Fabrizio Ravanelli,it ITA,FW,32,31,30,2618,29.1,9,3,12,8,1,3,5,0,0.31,0.10,0.41,0.28,0.38,Matches,dc462766
Malcolm Christie,eng ENG,FW,22,35,27,2399,26.7,9,1,10,9,0,0,2,0,0.34,0.04,0.38,0.34,0.38,Matches,6f5273d9
Luciano Zavagno,ar ARG,DF,23,26,26,2149,23.9,0,1,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,Matches,e7ada559
Paul Boertien,eng ENG,DF,22,32,23,2196,24.4,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches,cfac040d
Darryl Powell,jm JAM,MF,29,23,23,1952,21.7,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches,4b351524
Andy Oakes,eng ENG,GK,24,20,20,1758,19.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7df5c540
Pierre Ducrocq,fr FRA,DFMF,24,19,19,1557,17.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,6d7ac11b
Youl Mawéné,cg CGO,DF,22,17,17,1469,16.3,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,30711a1a
Mart Poom,ee EST,GK,29,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f60f19b7
Warren Barton,eng ENG,DF,32,14,14,1260,14.0,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,7e732709
Georgi Kinkladze,ge GEO,MF,28,24,13,1398,15.5,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,34d9f4f7
Rob Lee,eng ENG,MF,35,13,13,1124,12.5,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,291b2178
Benito Carbone,it ITA,FW,29,13,13,1092,12.1,1,3,4,1,0,0,2,1,0.08,0.25,0.33,0.08,0.33,Matches,ad76f0c4
François Grenet,fr FRA,DF,26,15,12,1022,11.4,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,171ac2af
Craig Burley,sct SCO,MF,29,11,11,990,11.0,0,2,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches,718a4c38
Lee Morris,eng ENG,FW,21,15,9,793,8.8,4,1,5,4,0,0,1,0,0.45,0.11,0.57,0.45,0.57,Matches,76f7b349
Deon Burton,jm JAM,FW,24,17,8,839,9.3,1,3,4,1,0,1,1,0,0.11,0.32,0.43,0.11,0.43,Matches,c0567c0f
Brian O'Neil,sct SCO,MF,28,10,8,705,7.8,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,779598dc
Branko Strupar,be BEL,FW,31,12,8,666,7.4,4,0,4,4,0,0,0,0,0.54,0.00,0.54,0.54,0.54,Matches,75b161bc
Seth Johnson,eng ENG,FWMF,22,7,7,630,7.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,5915b54c
Simo Valakari,fi FIN,MF,28,9,6,583,6.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,49c751ba
Richard Jackson,eng ENG,DF,21,3,3,246,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,352fcc58
Horacio Carbonari,ar ARG,DF,27,3,3,244,2.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,97d65d43
Adam Murray,eng ENG,MF,19,6,3,226,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b0542647
Adam Bolder,eng ENG,MF,20,11,2,415,4.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0acd3255
Ian Feuer,us USA,GK,30,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cdda13ea
Daniele Daino,it ITA,DF,21,2,2,167,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fd5eea43
Steve Elliott,eng ENG,DF,22,6,2,130,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2fc040aa
Ian Evatt,eng ENG,DF,19,3,1,170,1.9,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,749bcfb8
Patrick Foletti,ch SUI,GK,27,2,1,148,1.6,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5cc8df5c
Marvin Robinson,eng ENG,FW,21,2,0,48,0.5,1,0,1,1,0,0,0,0,1.87,0.00,1.87,1.87,1.87,Matches,f04d8e2b
Gary Twigg,sct SCO,FW,17,1,0,25,0.3,0,1,1,0,0,,0,0,0.00,3.60,3.60,0.00,3.60,Matches,0b4adf88
Squad Total,,,25.8,38,409,3420,38.0,33,23,56,31,2,5,70,2,0.87,0.61,1.47,0.82,1.42,,-9999
Opponent Total,,,27.3,38,,3420,38.0,,,,,,,,,,,,,,,-9999
