,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Mario Melchiot,nl NED,DF,24,37,35,3132,34.8,2,0,2,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,1f5e2ed9
Jimmy Floyd Hasselbaink,nl NED,FW,29,35,35,3064,34.0,23,6,29,20,3,3,5,1,0.68,0.18,0.85,0.59,0.76,Matches,db8a04d1
Frank Lampard,eng ENG,MF,23,37,34,3114,34.6,5,3,8,5,0,0,3,1,0.14,0.09,0.23,0.14,0.23,Matches,268df6b1
John Terry,eng ENG,DF,20,33,32,2724,30.3,1,1,2,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,Matches,68517cfd
William Gallas,fr FRA,DF,23,30,27,2540,28.2,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,286fb7e0
Carlo Cudicini,it ITA,GK,27,28,27,2441,27.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,df77463a
Graeme Le Saux,eng ENG,DF,32,27,26,2277,25.3,1,7,8,1,0,0,6,0,0.04,0.28,0.32,0.04,0.32,Matches,0bd42c09
Emmanuel Petit,fr FRA,DFMF,30,27,26,2177,24.2,1,3,4,1,0,0,3,0,0.04,0.12,0.17,0.04,0.17,Matches,291358c4
Eiður Guðjohnsen,is ISL,FWMF,22,32,26,2167,24.1,14,6,20,14,0,0,2,0,0.58,0.25,0.83,0.58,0.83,Matches,32fc9ff2
Marcel Desailly,fr FRA,DFMF,32,24,24,2160,24.0,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,Matches,9dfb97aa
Gianfranco Zola,it ITA,FW,35,35,19,1788,19.9,3,4,7,3,0,0,1,0,0.15,0.20,0.35,0.15,0.35,Matches,59883773
Mario Stanić,hr CRO,FWMF,29,27,18,1605,17.8,1,2,3,1,0,0,8,0,0.06,0.11,0.17,0.06,0.17,Matches,c5c88be5
Celestine Babayaro,ng NGA,DFMF,22,18,18,1539,17.1,0,1,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,Matches,dd4e6b97
Samuele Dalla Bona,it ITA,MF,20,24,16,1566,17.4,4,0,4,4,0,0,7,0,0.23,0.00,0.23,0.23,0.23,Matches,70a59026
Boudewijn Zenden,nl NED,DFFW,24,22,13,1181,13.1,3,2,5,3,0,0,1,0,0.23,0.15,0.38,0.23,0.38,Matches,4e27a622
Slaviša Jokanović,rs SRB,MF,32,20,12,1074,11.9,0,0,0,0,0,,5,1,0.00,0.00,0.00,0.00,0.00,Matches,e3fe9ed1
Jesper Grønkjær,dk DEN,FWMF,23,13,11,923,10.3,0,3,3,0,0,0,4,0,0.00,0.29,0.29,0.00,0.29,Matches,afe43b0f
Ed de Goey,nl NED,GK,34,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5a7b2f65
Mark Bosnich,au AUS,GK,29,5,5,440,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9b46bcb7
Mikael Forssell,fi FIN,FW,20,22,2,455,5.1,4,2,6,4,0,0,0,0,0.79,0.40,1.19,0.79,1.19,Matches,1454df8d
Jody Morris,eng ENG,MF,22,5,2,241,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c5002fd1
Carlton Cole,eng ENG,FW,17,3,2,178,2.0,1,0,1,1,0,0,0,0,0.51,0.00,0.51,0.51,0.51,Matches,51b2effb
Albert Ferrer,es ESP,DF,31,4,2,172,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e70c5725
Robert Huth,de GER,DF,16,1,0,45,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0bd1ea64
Joe Keenan,eng ENG,MF,18,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a67c6886
Squad Total,,,26.8,38,411,3420,38.0,65,43,108,62,3,3,71,2,1.71,1.13,2.84,1.63,2.76,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
