,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
David Weir,sct SCO,DF,31,36,36,3200,35.6,4,2,6,4,0,0,7,1,0.11,0.06,0.17,0.11,0.17,Matches,ba286fd8
Scot Gemmill,sct SCO,MF,30,32,31,2839,31.5,1,4,5,1,0,0,4,0,0.03,0.13,0.16,0.03,0.16,Matches,27e0c651
Alan Stubbs,eng ENG,DF,29,31,29,2614,29.0,2,0,2,2,0,0,5,0,0.07,0.00,0.07,0.07,0.07,Matches,474865f9
David Unsworth,eng ENG,DF,27,33,28,2543,28.3,3,1,4,2,1,1,6,0,0.11,0.04,0.14,0.07,0.11,Matches,05fcbb55
Niclas Alexandersson,se SWE,MF,29,31,28,2365,26.3,2,4,6,2,0,0,1,0,0.08,0.15,0.23,0.08,0.23,Matches,8fce0898
Steve Simonsen,eng ENG,GK,22,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b37c3eea
Alessandro Pistone,it ITA,DF,26,25,25,2148,23.9,1,1,2,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,Matches,956096ee
Steve Watson,eng ENG,DFMF,27,25,24,2117,23.5,4,2,6,4,0,0,1,0,0.17,0.09,0.26,0.17,0.26,Matches,302d8e76
Gary Naysmith,sct SCO,DFMF,22,24,23,2070,23.0,0,4,4,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches,71cbf286
Tomasz Radzinski,ca CAN,FW,27,27,23,2006,22.3,6,3,9,6,0,0,1,0,0.27,0.13,0.40,0.27,0.40,Matches,c3bb247b
Thomas Gravesen,dk DEN,MF,25,25,22,1694,18.8,2,5,7,2,0,0,9,1,0.11,0.27,0.37,0.11,0.37,Matches,b769b5bd
Kevin Campbell,eng ENG,FW,31,23,21,1880,20.9,4,1,5,4,0,0,2,0,0.19,0.05,0.24,0.19,0.24,Matches,b209e651
Duncan Ferguson,sct SCO,FW,29,22,17,1604,17.8,6,1,7,4,2,2,5,1,0.34,0.06,0.39,0.22,0.28,Matches,9593e964
Paul Gerrard,eng ENG,GK,28,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fb9646e3
Abel Xavier,pt POR,DF,28,12,11,902,10.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1c4eb067
Jesper Blomqvist,se SWE,DFMF,27,15,10,883,9.8,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,b51b5dd2
Mark Pembridge,wls WAL,MF,30,14,10,831,9.2,1,3,4,1,0,0,0,0,0.11,0.32,0.43,0.11,0.43,Matches,0f9d5dee
Paul Gascoigne,eng ENG,MF,34,18,8,891,9.9,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,56c33229
Lee Carsley,ie IRL,MF,27,8,8,635,7.1,1,0,1,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,Matches,8393a60b
Tony Hibbert,eng ENG,DF,20,10,7,550,6.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c878c4bf
Peter Clarke,eng ENG,DF,19,7,5,439,4.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,9a7bb136
Joe-Max Moore,us USA,FW,30,16,3,647,7.2,2,0,2,2,0,0,2,0,0.28,0.00,0.28,0.28,0.28,Matches,5e409c8c
Nick Chadwick,eng ENG,FW,18,9,2,227,2.5,3,0,3,3,0,0,0,0,1.19,0.00,1.19,1.19,1.19,Matches,b6602cb4
David Ginola,fr FRA,FWMF,34,5,2,187,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,189225b3
Danny Cadamarteri,eng ENG,FW,21,3,2,111,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ade643d3
Idan Tal,il ISR,MF,25,7,1,192,2.1,0,1,1,0,0,0,0,0,0.00,0.47,0.47,0.00,0.47,Matches,0c9029e5
Tobias Linderoth,se SWE,MF,22,2,1,135,1.5,0,1,1,0,0,0,0,0,0.00,0.67,0.67,0.00,0.67,Matches,f41a16b2
Alec Cleland,sct SCO,DF,30,3,0,71,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a9242652
Squad Total,,,28.0,38,401,3420,38.0,44,31,75,41,3,3,62,4,1.16,0.82,1.97,1.08,1.89,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
