,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Dean Kiely,ie IRL,GK,30,38,38,3420,38.0,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,0012caa1
Scott Parker,eng ENG,MF,20,38,36,2975,33.1,1,2,3,1,0,0,9,1,0.03,0.06,0.09,0.03,0.09,Matches,65faf2a1
Chris Powell,eng ENG,DF,31,36,35,3129,34.8,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,Matches,721060d9
Luke Young,eng ENG,DF,22,34,34,2902,32.2,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches,409a29d7
Jason Euell,jm JAM,FWMF,24,36,31,2851,31.7,11,3,14,11,0,0,3,0,0.35,0.09,0.44,0.35,0.44,Matches,d97fe8bd
Graham Stuart,eng ENG,FWMF,30,31,31,2605,28.9,3,1,4,3,0,1,4,1,0.10,0.03,0.14,0.10,0.14,Matches,159c714f
Mark Fish,za RSA,DFFW,27,25,25,2139,23.8,0,2,2,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,71e120b7
Paul Konchesky,eng ENG,DFFW,20,34,22,2113,23.5,1,2,3,1,0,0,3,0,0.04,0.09,0.13,0.04,0.13,Matches,941bcf75
Jorge Costa,pt POR,DF,29,24,22,2035,22.6,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches,0635b219
Jonatan Johansson,fi FIN,FW,25,30,21,1937,21.5,5,3,8,5,0,0,1,0,0.23,0.14,0.37,0.23,0.37,Matches,bc8c9864
John Robinson,wls WAL,MF,29,28,16,1550,17.2,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches,0a8ac335
Claus Jensen,dk DEN,MF,24,18,16,1412,15.7,1,1,2,1,0,0,0,0,0.06,0.06,0.13,0.06,0.13,Matches,b8f8fb0d
Jonathan Fortune,eng ENG,DF,20,19,14,1335,14.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,dfa0cd77
Mark Kinsella,ie IRL,MF,28,17,14,1275,14.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3564689a
Steve Brown,eng ENG,DF,29,14,11,929,10.3,2,0,2,2,0,0,3,1,0.19,0.00,0.19,0.19,0.19,Matches,a889aef3
Kevin Lisbie,jm JAM,FW,22,22,10,1121,12.5,5,1,6,5,0,0,2,0,0.40,0.08,0.48,0.40,0.48,Matches,e509ea01
Chris Bart-Williams,eng ENG,DFMF,27,16,10,914,10.2,1,2,3,1,0,0,2,0,0.10,0.20,0.30,0.10,0.30,Matches,250d1973
Richard Rufus,eng ENG,DF,26,10,10,842,9.4,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches,16e11f73
Shaun Bartlett,za RSA,FW,28,14,10,765,8.5,2,0,2,2,0,0,2,0,0.24,0.00,0.24,0.24,0.24,Matches,0bbb893d
Mathias Svensson,se SWE,FW,26,12,6,583,6.5,0,1,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,Matches,d735eec3
Andy Todd,eng ENG,DF,26,5,3,322,3.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1b9ecd06
John Salako,eng ENG,MF,32,3,2,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2749f5b7
Gavin Peacock,eng ENG,FWMF,33,5,1,167,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a3faaf35
Charlie MacDonald,eng ENG,FW,20,2,0,17,0.2,1,0,1,1,0,0,0,0,5.29,0.00,5.29,5.29,5.29,Matches,bf812107
Radostin Kishishev,bg BUL,DFMF,27,3,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d06e83b4
Squad Total,,,26.6,38,418,3420,38.0,36,25,61,36,0,1,61,3,0.95,0.66,1.61,0.95,1.61,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
