,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Teddy Sheringham,eng ENG,FW,35,34,33,2944,32.7,10,3,13,7,3,3,4,1,0.31,0.09,0.40,0.21,0.31,Matches,4e56eef6
Darren Anderton,eng ENG,MF,29,35,33,2928,32.5,3,5,8,3,0,0,1,0,0.09,0.15,0.25,0.09,0.25,Matches,09cebe50
Ledley King,eng ENG,DFMF,20,32,32,2835,31.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,83ca192d
Gus Poyet,uy URU,MF,33,34,32,2816,31.3,10,4,14,10,0,0,6,1,0.32,0.13,0.45,0.32,0.45,Matches,27cd364d
Chris Perry,eng ENG,DF,28,33,30,2689,29.9,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,2f43aa1c
Mauricio Taricco,ar ARG,DF,28,30,30,2475,27.5,0,1,1,0,0,0,4,2,0.00,0.04,0.04,0.00,0.04,Matches,efad718d
Neil Sullivan,sct SCO,GK,31,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2ea16583
Christian Ziege,de GER,DFMF,29,27,27,2353,26.1,5,6,11,5,0,0,6,0,0.19,0.23,0.42,0.19,0.42,Matches,c2984c2d
Dean Richards,eng ENG,DF,27,24,24,2115,23.5,2,1,3,2,0,0,3,0,0.09,0.04,0.13,0.09,0.13,Matches,9fc6fda5
Simon Davies,wls WAL,MF,21,31,22,2049,22.8,4,3,7,4,0,0,0,0,0.18,0.13,0.31,0.18,0.31,Matches,522b6d6c
Les Ferdinand,eng ENG,FW,34,25,22,1745,19.4,9,2,11,9,0,0,4,0,0.46,0.10,0.57,0.46,0.57,Matches,aad47f5a
Steffen Freund,de GER,MF,31,20,19,1675,18.6,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,80439de1
Tim Sherwood,eng ENG,MF,32,19,15,1391,15.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,885f0b51
Steffen Iversen,no NOR,FW,24,18,12,1308,14.5,4,1,5,4,0,0,1,0,0.28,0.07,0.34,0.28,0.34,Matches,6454b97e
Anthony Gardner,eng ENG,DF,20,15,11,1053,11.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,0f2da318
Ben Thatcher,wls WAL,DF,25,12,11,956,10.6,0,1,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches,dc5460f9
Serhiy Rebrov,ua UKR,FWMF,27,30,9,950,10.6,1,3,4,1,0,0,0,0,0.09,0.28,0.38,0.09,0.38,Matches,493b0ae2
Kasey Keller,us USA,GK,31,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5b5bcd83
Goran Bunjevčević,rs SRB,DF,28,6,5,417,4.6,0,1,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,Matches,c29307da
Gary Doherty,ie IRL,DFFW,21,7,4,362,4.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,db5c50dd
Stephen Clemence,eng ENG,MF,23,6,4,282,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,31f20410
Matthew Etherington,eng ENG,MF,19,11,3,401,4.5,0,1,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,Matches,ef616df9
Øyvind Leonhardsen,no NOR,MF,30,7,2,231,2.6,0,1,1,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39,Matches,490a8799
Alton Thelwell,eng ENG,DF,20,2,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,23d28571
Squad Total,,,28.7,38,411,3420,38.0,48,33,81,45,3,3,59,4,1.26,0.87,2.13,1.18,2.05,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
