,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Nigel Martyn,eng ENG,GK,34,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8977904e
Ian Harte,ie IRL,DF,23,36,34,3139,34.9,5,4,9,4,1,1,1,0,0.14,0.11,0.26,0.11,0.23,Matches,fd4fa092
Mark Viduka,au AUS,FW,25,33,33,2967,33.0,11,7,18,11,0,0,3,0,0.33,0.21,0.55,0.33,0.55,Matches,c4c545c7
Dominic Matteo,sct SCO,DFMF,27,32,32,2783,30.9,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches,f6ea8457
Rio Ferdinand,eng ENG,DF,22,31,31,2790,31.0,0,1,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matches,52465662
David Batty,eng ENG,MF,32,36,30,2731,30.3,0,2,2,0,0,0,8,0,0.00,0.07,0.07,0.00,0.07,Matches,21b2e37b
Danny Mills,eng ENG,DF,24,28,28,2495,27.7,1,2,3,1,0,0,12,2,0.04,0.07,0.11,0.04,0.11,Matches,240e4301
Harry Kewell,au AUS,FWMF,22,27,26,2178,24.2,8,3,11,8,0,0,2,0,0.33,0.12,0.45,0.33,0.45,Matches,51ef13b9
Lee Bowyer,eng ENG,MF,24,25,24,2171,24.1,5,5,10,5,0,0,7,1,0.21,0.21,0.41,0.21,0.41,Matches,f4fd57ba
Robbie Fowler,eng ENG,FW,26,22,22,1851,20.6,12,3,15,12,0,1,1,0,0.58,0.15,0.73,0.58,0.73,Matches,7cd34266
Eirik Bakke,no NOR,MF,23,27,20,1951,21.7,2,1,3,2,0,0,6,0,0.09,0.05,0.14,0.09,0.14,Matches,5a10a72e
Gary Kelly,ie IRL,DF,27,20,19,1712,19.0,0,3,3,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,1832e33c
Alan Smith,eng ENG,FWMF,20,23,19,1638,18.2,4,3,7,4,0,0,6,1,0.22,0.16,0.38,0.22,0.38,Matches,fdac06ea
Robbie Keane,ie IRL,FW,21,25,16,1620,18.0,3,4,7,3,0,0,3,0,0.17,0.22,0.39,0.17,0.39,Matches,f45e1bb2
Olivier Dacourt,fr FRA,MF,26,17,16,1205,13.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,3a114b3c
Seth Johnson,eng ENG,FWMF,22,14,12,1032,11.5,0,1,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches,5915b54c
Jonathan Woodgate,eng ENG,DF,21,13,11,958,10.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,9482a3bd
Jason Wilcox,eng ENG,FWMF,30,13,4,517,5.7,0,1,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches,6b9fa9ad
Michael Duberry,eng ENG,DF,25,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,db61b520
Stephen McPhail,ie IRL,MF,21,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,60c96516
Alan Maybury,ie IRL,DF,22,1,0,15,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a2a6ec2e
Squad Total,,,26.0,38,433,3420,38.0,54,46,100,53,1,2,74,5,1.42,1.21,2.63,1.39,2.61,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
