,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Patrick Vieira,fr FRA,MF,25,36,35,3081,34.2,2,2,4,2,0,1,12,1,0.06,0.06,0.12,0.06,0.12,Matches,f90f1086
Thierry Henry,fr FRA,FW,23,33,31,2770,30.8,24,5,29,20,4,4,4,0,0.78,0.16,0.94,0.65,0.81,Matches,c0c5ee74
Sol Campbell,eng ENG,DFFW,26,31,29,2625,29.2,2,1,3,2,0,0,2,0,0.07,0.03,0.10,0.07,0.10,Matches,3e3b2fbd
Ashley Cole,eng ENG,DF,20,29,29,2485,27.6,2,3,5,2,0,0,6,0,0.07,0.11,0.18,0.07,0.18,Matches,be091289
Lauren,cm CMR,DF,24,27,27,2430,27.0,2,0,2,1,1,1,8,0,0.07,0.00,0.07,0.04,0.04,Matches,0c662413
Robert Pirès,fr FRA,FWMF,27,28,27,2344,26.0,9,15,24,8,1,1,6,0,0.35,0.58,0.92,0.31,0.88,Matches,59bfafcf
Ray Parlour,eng ENG,MF,28,27,25,2037,22.6,0,0,0,0,0,0,9,2,0.00,0.00,0.00,0.00,0.00,Matches,d567e937
Freddie Ljungberg,se SWE,FWMF,24,25,24,1904,21.2,12,4,16,12,0,0,4,0,0.57,0.19,0.76,0.57,0.76,Matches,5d9e8825
Sylvain Wiltord,fr FRA,FWMF,27,33,23,2036,22.6,10,7,17,10,0,0,0,0,0.44,0.31,0.75,0.44,0.75,Matches,cdccf255
Dennis Bergkamp,nl NED,FW,32,33,22,1948,21.6,9,12,21,9,0,0,2,0,0.42,0.55,0.97,0.42,0.97,Matches,d8703fda
Martin Keown,eng ENG,DFMF,35,22,21,1878,20.9,0,1,1,0,0,0,6,1,0.00,0.05,0.05,0.00,0.05,Matches,b844a204
David Seaman,eng ENG,GK,37,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2d578837
Oleh Luzhny,ua UKR,DF,32,18,15,1352,15.0,0,1,1,0,0,0,5,2,0.00,0.07,0.07,0.00,0.07,Matches,d39e96f7
Giovanni van Bronckhorst,nl NED,DFMF,26,21,13,1289,14.3,1,0,1,1,0,0,6,1,0.07,0.00,0.07,0.07,0.07,Matches,7e4e7dea
Richard Wright,eng ENG,GK,23,12,12,1073,11.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d9e2e2ae
Gilles Grimandi,fr FRA,DF,30,26,11,1174,13.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,4eae5f8d
Tony Adams,eng ENG,DF,34,10,10,887,9.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,26b5e727
Matt Upson,eng ENG,DF,22,14,10,886,9.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1a6e6d03
Nwankwo Kanu,ng NGA,FW,24,23,9,930,10.3,3,1,4,3,0,0,2,0,0.29,0.10,0.39,0.29,0.39,Matches,12578cde
Stuart Taylor,eng ENG,GK,20,10,9,817,9.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,30871c08
Edu Gaspar,br BRA,MF,23,14,8,696,7.7,1,1,2,1,0,0,3,0,0.13,0.13,0.26,0.13,0.26,Matches,0471f2a2
Igors Stepanovs,lv LVA,DF,25,6,6,495,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3216f38a
Lee Dixon,eng ENG,DF,37,13,3,515,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b6ba1615
Francis Jeffers,eng ENG,FW,20,6,2,196,2.2,2,0,2,2,0,0,1,0,0.92,0.00,0.92,0.92,0.92,Matches,21b2c885
Jérémie Aliadière,fr FRA,FWMF,18,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,68ef3d96
Squad Total,,,27.3,38,431,3420,38.0,79,54,133,73,6,7,81,6,2.08,1.42,3.50,1.92,3.34,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
