,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Dennis Wise,eng ENG,MF,28,35,34,2994,33.3,7,4,11,5,2,3,10,0,0.21,0.12,0.33,0.15,0.27,Matches,e718c23d
Ruud Gullit,nl NED,FWMF,32,31,31,2736,30.4,3,4,7,3,0,0,2,0,0.10,0.13,0.23,0.10,0.23,Matches,b616ff71
Mark Hughes,wls WAL,FW,31,31,31,2699,30.0,8,5,13,7,1,1,12,1,0.27,0.17,0.43,0.23,0.40,Matches,b01e9032
David Lee,eng ENG,DF,25,31,29,2634,29.3,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches,724e2a7d
Dmitri Kharine,ru RUS,GK,26,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,48a7d00f
John Spencer,sct SCO,FW,24,28,23,2029,22.5,13,3,16,13,0,0,5,0,0.58,0.13,0.71,0.58,0.71,Matches,81922efe
Dan Petrescu,ro ROU,DF,27,24,22,1978,22.0,2,7,9,,,,4,0,0.09,0.32,0.41,,,Matches,dc2e7399
Michael Duberry,eng ENG,DF,19,22,22,1895,21.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,db61b520
Steve Clarke,sct SCO,DF,31,22,21,1935,21.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,eb327112
Eddie Newton,eng ENG,MF,23,24,21,1891,21.0,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches,c5e71e43
Andy Myers,eng ENG,DF,21,20,20,1800,20.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e5b54539
Erland Johnsen,no NOR,DFMF,28,22,18,1669,18.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,14735b09
Gavin Peacock,eng ENG,FWMF,27,28,17,1674,18.6,5,4,9,5,0,0,1,0,0.27,0.22,0.48,0.27,0.48,Matches,a3faaf35
Craig Burley,sct SCO,MF,23,22,16,1463,16.3,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,718a4c38
Paul Furlong,eng ENG,FW,26,28,15,1435,15.9,3,3,6,3,0,0,3,0,0.19,0.19,0.38,0.19,0.38,Matches,83af4aa2
Nigel Spackman,eng ENG,MF,34,16,13,1162,12.9,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,b6f521e0
Frank Sinclair,jm JAM,DF,23,13,12,1115,12.4,1,0,1,1,0,0,6,1,0.08,0.00,0.08,0.08,0.08,Matches,02942593
Kevin Hitchcock,,GK,32,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ee2a3876
Terry Phelan,ie IRL,DF,28,12,12,1035,11.5,0,1,1,,,,0,0,0.00,0.09,0.09,,,Matches,9f53867c
Scott Minto,eng ENG,DF,23,10,10,811,9.0,0,2,2,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,Matches,8cd0120b
Mark Stein,eng ENG,FW,29,7,6,584,6.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c72afccf
Gareth Hall,wls WAL,DF,26,5,5,450,5.0,1,0,1,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches,283329e8
Andy Dow,sct SCO,DF,22,1,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,47950b10
David Rocastle,eng ENG,MF,28,1,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e52cce17
Jody Morris,eng ENG,MF,16,1,0,19,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c5002fd1
Squad Total,,,27.5,38,434,3420,38.0,45,34,79,42,3,4,67,3,1.18,0.89,2.08,1.11,2.00,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
