,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Eike Immel,de GER,GK,34,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5ed1b0a9
Kit Symons,wls WAL,DF,24,38,38,3420,38.0,2,0,2,2,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches,e4b9fd42
Georgi Kinkladze,ge GEO,MF,22,37,37,3221,35.8,4,4,8,4,0,0,3,0,0.11,0.11,0.22,0.11,0.22,Matches,34d9f4f7
Uwe Rösler,de GER,FW,26,36,34,3013,33.5,9,3,12,8,1,1,6,0,0.27,0.09,0.36,0.24,0.33,Matches,77a6a70d
Nicky Summerbee,eng ENG,MF,23,37,33,2993,33.3,1,2,3,1,0,0,5,1,0.03,0.06,0.09,0.03,0.09,Matches,7e6a7ed4
Keith Curle,eng ENG,DF,31,32,32,2880,32.0,0,0,0,0,0,1,7,0,0.00,0.00,0.00,0.00,0.00,Matches,dfdd51ba
Steve Lomas,nir NIR,MF,21,33,32,2815,31.3,3,6,9,3,0,0,9,1,0.10,0.19,0.29,0.10,0.29,Matches,9e58673a
Ian Brightwell,eng ENG,DF,27,29,26,2274,25.3,0,1,1,0,0,0,5,1,0.00,0.04,0.04,0.00,0.04,Matches,f2d15cfe
Garry Flitcroft,eng ENG,MF,22,25,25,2103,23.4,0,0,0,,,,9,0,0.00,0.00,0.00,,,Matches,dc6356ad
Niall Quinn,ie IRL,FW,28,32,24,2215,24.6,8,5,13,8,0,0,4,0,0.33,0.20,0.53,0.33,0.53,Matches,050093a9
Michael Brown,eng ENG,MF,18,21,16,1474,16.4,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,85543572
Nigel Clough,eng ENG,FWMF,29,15,15,1327,14.7,2,3,5,,,,2,0,0.14,0.20,0.34,,,Matches,3cd439de
Richard Edghill,eng ENG,DF,20,13,13,1040,11.6,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,8f8263f1
Michael Frontzeck,de GER,DF,31,12,11,818,9.1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,e83acb75
Terry Phelan,ie IRL,DF,28,9,9,805,8.9,0,0,0,,,,5,0,0.00,0.00,0.00,,,Matches,9f53867c
Gerry Creaney,sct SCO,FW,25,15,8,748,8.3,3,0,3,3,0,0,2,0,0.36,0.00,0.36,0.36,0.36,Matches,9ae7cda6
Rae Ingram,eng ENG,DF,20,5,5,449,5.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aed990a6
Alan Kernaghan,ie IRL,DF,28,6,4,399,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0b110943
Peter Beagrie,eng ENG,FW,29,5,4,356,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,edcefdc4
John Foster,eng ENG,DF,21,4,4,356,4.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,54c740c2
Mikheil Kavelashvili,ge GEO,FW,24,4,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,2c1d2009
Paul Walsh,eng ENG,FW,32,3,3,244,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4bf0b7a5
Ronnie Ekelund,dk DEN,FWMF,22,4,3,200,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,98366a26
Martin Phillips,eng ENG,MF,19,11,2,373,4.1,0,1,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,Matches,34d68087
Scott Hiley,eng ENG,DF,26,6,2,293,3.3,0,2,2,0,0,0,0,0,0.00,0.61,0.61,0.00,0.61,Matches,96f1e493
Giuseppe Mazzarelli,ch SUI,DF,22,2,0,41,0.5,0,1,1,0,0,0,0,0,0.00,2.20,2.20,0.00,2.20,Matches,42de46d6
David Kerr,sct SCO,MF,20,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,29d1b9d5
Squad Total,,,26.1,38,386,3420,38.0,33,26,59,32,1,2,69,6,0.87,0.68,1.55,0.84,1.53,,-9999
Opponent Total,,,26.8,38,,3420,38.0,,,,,,,,,,,,,,,-9999
