,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Trevor Sinclair,eng ENG,MF,22,37,37,3274,36.4,2,5,7,2,0,0,4,0,0.05,0.14,0.19,0.05,0.19,Matches,d2f7373c
Juergen Sommer,us USA,GK,26,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,77e83e1f
Simon Barker,eng ENG,MF,30,33,33,2892,32.1,5,2,7,5,0,0,10,0,0.16,0.06,0.22,0.16,0.22,Matches,e76255e1
Steve Yates,eng ENG,DF,25,30,30,2697,30.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,5645fac6
Andy Impey,eng ENG,DFMF,23,29,28,2479,27.5,3,1,4,3,0,0,1,1,0.11,0.04,0.15,0.11,0.15,Matches,67cbd956
David Bardsley,eng ENG,DF,30,29,28,2458,27.3,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,e2cfaafb
Rufus Brevett,eng ENG,DF,25,27,27,2319,25.8,1,1,2,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,Matches,e7ebaace
Ian Holloway,eng ENG,MF,32,27,26,2343,26.0,1,3,4,1,0,0,6,0,0.04,0.12,0.15,0.04,0.15,Matches,8c116e30
Kevin Gallen,eng ENG,FW,19,30,26,2321,25.8,8,0,8,8,0,1,0,0,0.31,0.00,0.31,0.31,0.31,Matches,aa4d048f
Alan McDonald,nir NIR,DF,31,26,25,2184,24.3,1,2,3,1,0,0,9,0,0.04,0.08,0.12,0.04,0.12,Matches,ae5144ed
Danny Dichio,eng ENG,FW,20,29,21,2056,22.8,10,5,15,10,0,0,9,1,0.44,0.22,0.66,0.44,0.66,Matches,da431eb0
Danny Maddix,jm JAM,DF,27,22,20,1770,19.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,6b4bd218
Karl Ready,wls WAL,DF,22,21,16,1489,16.5,1,1,2,1,0,0,7,1,0.06,0.06,0.12,0.06,0.12,Matches,3df79848
Ray Wilkins,eng ENG,MF,38,15,11,966,10.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,05f2d7e3
Nigel Quashie,sct SCO,MF,17,11,11,913,10.1,0,1,1,,,,1,0,0.00,0.10,0.10,,,Matches,9b9a2d62
Trevor Challis,eng ENG,DF,19,11,10,938,10.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,826b6b07
Mark Hateley,eng ENG,FW,33,14,10,901,10.0,2,3,5,2,0,0,1,0,0.20,0.30,0.50,0.20,0.50,Matches,0f8dd17f
Simon Osborn,eng ENG,MF,23,9,7,559,6.2,1,1,2,1,0,0,0,0,0.16,0.16,0.32,0.16,0.32,Matches,f8c8fb04
Matt Brazier,eng ENG,MF,19,11,6,453,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,12a9ffd7
Tony Roberts,wls WAL,GK,25,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ba8f0ea1
Bradley Allen,eng ENG,FW,23,8,4,386,4.3,1,1,2,1,0,0,3,0,0.23,0.23,0.47,0.23,0.47,Matches,49a6d30d
Ned Zelić,au AUS,DFMF,24,4,3,300,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4240b370
Paul Murray,eng ENG,MF,18,1,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,35da890c
Gregory Goodridge,bb BRB,DFMF,24,7,1,79,0.9,1,0,1,1,0,0,1,0,1.14,0.00,1.14,1.14,1.14,Matches,5e8899d6
Lee Charles,,FW,23,4,0,107,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5feeba7d
Gary Penrice,eng ENG,FWMF,31,2,0,49,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,19821c3d
Chris Plummer,eng ENG,DF,18,1,0,45,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f206d8a0
Squad Total,,,26.2,38,419,3420,38.0,37,33,70,37,0,1,71,4,0.97,0.87,1.84,0.97,1.84,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
