,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Peter Atherton,eng ENG,DFMF,25,36,36,3240,36.0,0,2,2,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,Matches,1bcd6fc7
Des Walker,eng ENG,DF,29,36,36,3223,35.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,4e1b2261
Kevin Pressman,eng ENG,GK,27,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f2ff0b9
Marc Degryse,be BEL,FW,29,34,30,2681,29.8,8,5,13,8,0,0,0,0,0.27,0.17,0.44,0.27,0.44,Matches,69d7e06e
Ian Nolan,nir NIR,DF,25,29,29,2475,27.5,0,4,4,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,6587459a
David Hirst,eng ENG,FW,27,30,29,2418,26.9,13,5,18,9,4,4,1,1,0.48,0.19,0.67,0.33,0.52,Matches,e274c78d
Guy Whittingham,eng ENG,FW,30,29,27,2413,26.8,6,5,11,6,0,0,4,0,0.22,0.19,0.41,0.22,0.41,Matches,2a222ae2
Mark Pembridge,wls WAL,MF,24,25,24,2050,22.8,2,3,5,2,0,0,0,0,0.09,0.13,0.22,0.09,0.22,Matches,0f9d5dee
Chris Waddle,eng ENG,FWMF,34,32,23,2197,24.4,2,6,8,2,0,0,1,0,0.08,0.25,0.33,0.08,0.33,Matches,27215170
Lee Briscoe,eng ENG,DFMF,19,26,22,1858,20.6,0,3,3,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,49c0435b
Steve Nicol,sct SCO,DF,33,19,18,1659,18.4,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,f8cf9d0b
Mark Bright,eng ENG,FW,33,25,15,1483,16.5,7,2,9,7,0,0,2,0,0.42,0.12,0.55,0.42,0.55,Matches,681a0456
Graham Hyde,eng ENG,MF,24,26,14,1432,15.9,1,1,2,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,Matches,1cedc407
John Sheridan,ie IRL,MF,30,17,13,1118,12.4,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches,85f0a5ee
Julian Watts,eng ENG,DF,24,11,9,795,8.8,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches,4e30bcf6
Regi Blinker,nl NED,FWMF,26,9,9,728,8.1,2,0,2,2,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches,c14cbc10
Darko Kovačević,rs SRB,FW,21,16,8,856,9.5,4,1,5,4,0,0,1,0,0.42,0.11,0.53,0.42,0.53,Matches,12c6ec44
Jon Newsome,eng ENG,DF,24,8,8,720,8.0,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,4e8e407f
Chris Woods,eng ENG,GK,35,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6148af60
Dan Petrescu,ro ROU,DF,27,8,8,703,7.8,0,1,1,,,,2,0,0.00,0.13,0.13,,,Matches,dc2e7399
Andy Sinton,eng ENG,MF,29,10,7,682,7.6,0,0,0,,,,1,0,0.00,0.00,0.00,,,Matches,d74cafe4
Dejan Stefanović,rs SRB,DF,20,6,5,446,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1efa2799
Klas Ingesson,se SWE,MF,26,6,3,321,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2255df73
Andy Pearce,eng ENG,DF,29,3,3,270,3.0,0,0,0,,,,1,0,0.00,0.00,0.00,,,Matches,fd9d0118
Mike Williams,eng ENG,FW,25,5,3,258,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c0b1df23
Ritchie Humphreys,eng ENG,DFFW,17,4,2,111,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,67423398
O'Neill Donaldson,eng ENG,FW,25,3,1,113,1.3,1,0,1,1,0,0,0,0,0.80,0.00,0.80,0.80,0.80,Matches,154a889e
Mark Platts,eng ENG,MF,16,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e7c264cf
Squad Total,,,27.9,38,401,3420,38.0,48,37,85,44,4,4,35,1,1.26,0.97,2.24,1.16,2.13,,-9999
Opponent Total,,,26.7,38,,3420,38.0,,,,,,,,,,,,,,,-9999
