,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Robbie Earle,jm JAM,MF,30,37,37,3291,36.6,11,4,15,11,0,0,2,1,0.30,0.11,0.41,0.30,0.41,Matches,3a757429
Chris Perry,eng ENG,DF,22,37,35,3173,35.3,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,2f43aa1c
Kenny Cunningham,ie IRL,DF,24,33,32,2857,31.7,0,3,3,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,Matches,984a2038
Alan Kimble,eng ENG,DF,28,31,31,2777,30.9,0,6,6,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,Matches,30dfbe94
Dean Holdsworth,eng ENG,FW,26,33,31,2691,29.9,10,2,12,9,1,1,7,1,0.33,0.07,0.40,0.30,0.37,Matches,fdb64aeb
Øyvind Leonhardsen,no NOR,MF,24,29,28,2464,27.4,4,3,7,4,0,0,6,0,0.15,0.11,0.26,0.15,0.26,Matches,490a8799
Efan Ekoku,ng NGA,FW,28,31,28,2376,26.4,7,3,10,7,0,0,5,0,0.27,0.11,0.38,0.27,0.38,Matches,d0d589ec
Vinnie Jones,wls WAL,MF,30,31,27,2285,25.4,3,6,9,2,1,1,8,3,0.12,0.24,0.35,0.08,0.32,Matches,eec5fbba
Alan Reeves,eng ENG,DF,27,25,22,1984,22.0,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches,4dd90468
Marcus Gayle,jm JAM,FWMF,24,34,21,1976,22.0,5,4,9,5,0,0,0,0,0.23,0.18,0.41,0.23,0.41,Matches,b80303a7
Paul Heald,eng ENG,GK,26,18,18,1590,17.7,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,7c9385a5
Mick Harford,eng ENG,FW,36,21,17,1263,14.0,2,1,3,2,0,0,7,1,0.14,0.07,0.21,0.14,0.21,Matches,a8ef11f7
Neil Sullivan,sct SCO,GK,25,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2ea16583
Andy Thorn,eng ENG,DF,28,14,11,881,9.8,0,3,3,0,0,0,2,0,0.00,0.31,0.31,0.00,0.31,Matches,5da80251
Jon Goodman,ie IRL,FW,24,28,9,1047,11.6,6,1,7,6,0,0,0,0,0.52,0.09,0.60,0.52,0.60,Matches,17a50e4a
Andy Clarke,eng ENG,FW,28,18,9,952,10.6,2,2,4,2,0,0,0,0,0.19,0.19,0.38,0.19,0.38,Matches,c8479463
Dean Blackwell,eng ENG,DF,25,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9ed3d8ed
Gary Elkins,eng ENG,DF,29,10,7,657,7.3,0,1,1,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,Matches,10a1ca0f
Andy Pearce,eng ENG,DF,29,7,6,457,5.1,0,0,0,,,,1,0,0.00,0.00,0.00,,,Matches,fd9d0118
Jason Euell,jm JAM,FWMF,18,9,4,465,5.2,2,0,2,2,0,0,1,0,0.39,0.00,0.39,0.39,0.39,Matches,d97fe8bd
Neal Ardley,eng ENG,MF,22,6,4,365,4.1,0,1,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,Matches,124a61d8
Peter Fear,eng ENG,MF,21,4,4,286,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,584ebbeb
Steve Talboys,eng ENG,MF,28,5,3,354,3.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,db8d0ce4
Hans Segers,nl NED,GK,33,4,3,276,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3c3c4afb
Scott Fitzgerald,ie IRL,DF,25,4,2,294,3.3,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,f5416c14
Stewart Castledine,eng ENG,MF,22,4,2,215,2.4,1,0,1,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches,e334a7ab
Brian McAllister,sct SCO,DF,24,2,2,101,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e43b1ade
Simon Tracey,eng ENG,GK,27,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7950228f
Justin Skinner,eng ENG,DF,22,1,1,45,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ef9234b4
Gary Blissett,eng ENG,FW,31,4,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,defda41a
Squad Total,,,27.0,38,421,3420,38.0,54,39,93,52,2,2,57,7,1.42,1.03,2.45,1.37,2.39,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
