,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Peter Schmeichel,dk DEN,GK,31,36,36,3195,35.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f1fe7ffe
Andy Cole,eng ENG,FW,23,34,32,2707,30.1,11,6,17,11,0,0,4,0,0.37,0.20,0.57,0.37,0.57,Matches,b6638a2c
Denis Irwin,ie IRL,DF,29,31,31,2735,30.4,1,5,6,1,0,0,4,0,0.03,0.16,0.20,0.03,0.20,Matches,9d080c30
Nicky Butt,eng ENG,DFMF,20,32,31,2648,29.4,2,3,5,2,0,0,10,2,0.07,0.10,0.17,0.07,0.17,Matches,616b3f9a
Ryan Giggs,wls WAL,FWMF,21,33,30,2703,30.0,11,9,20,11,0,0,0,0,0.37,0.30,0.67,0.37,0.67,Matches,561de8d0
Eric Cantona,fr FRA,FW,29,30,30,2682,29.8,14,10,24,10,4,4,1,0,0.47,0.34,0.81,0.34,0.67,Matches,808b48cd
Gary Neville,eng ENG,DF,20,31,30,2666,29.6,0,4,4,0,0,0,7,0,0.00,0.14,0.14,0.00,0.14,Matches,1b013e33
Steve Bruce,eng ENG,DF,34,30,30,2508,27.9,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,535d3678
Roy Keane,ie IRL,MF,23,29,29,2496,27.7,6,0,6,6,0,0,8,2,0.22,0.00,0.22,0.22,0.22,Matches,8f218498
David Beckham,eng ENG,MF,20,33,26,2518,28.0,7,5,12,7,0,0,5,0,0.25,0.18,0.43,0.25,0.43,Matches,53539318
Lee Sharpe,eng ENG,MF,24,31,21,2025,22.5,4,2,6,4,0,0,3,0,0.18,0.09,0.27,0.18,0.27,Matches,2143398b
Gary Pallister,eng ENG,DF,30,21,21,1858,20.6,1,1,2,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,Matches,f99beca9
Phil Neville,eng ENG,DFMF,18,24,21,1832,20.4,0,3,3,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches,3db5e0ec
Paul Scholes,eng ENG,MF,20,26,16,1440,16.0,10,1,11,10,0,0,1,0,0.62,0.06,0.69,0.62,0.69,Matches,24a3a72c
Brian McClair,sct SCO,FWMF,31,22,12,1228,13.6,3,2,5,3,0,0,1,0,0.22,0.15,0.37,0.22,0.37,Matches,85fb3ca5
David May,eng ENG,DF,25,16,11,1085,12.1,1,0,1,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches,1c719a79
Paul Parker,eng ENG,DF,31,6,5,469,5.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,90464ad8
Kevin Pilkington,eng ENG,GK,21,3,2,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,96ba3590
William Prunier,fr FRA,DF,27,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9d9864d4
Terry Cooke,eng ENG,MF,18,4,2,118,1.3,0,1,1,0,0,0,0,0,0.00,0.76,0.76,0.00,0.76,Matches,747ec8b1
Simon Davies,wls WAL,MF,21,6,1,169,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1df0cd4b
John O'Kane,eng ENG,DF,20,1,0,32,0.4,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ea877e82
Ben Thornley,eng ENG,MF,20,1,0,7,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3b9091b7
Squad Total,,,25.5,38,422,3420,38.0,72,62,134,68,4,4,56,3,1.89,1.63,3.53,1.79,3.42,,-9999
Opponent Total,,,26.8,38,,3420,38.0,,,,,,,,,,,,,,,-9999
