,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Gary McAllister,sct SCO,MF,30,36,36,3240,36.0,5,4,9,3,2,3,1,0,0.14,0.11,0.25,0.08,0.19,Matches,19f7edbc
Carlton Palmer,eng ENG,MF,29,35,35,3144,34.9,2,1,3,2,0,0,8,0,0.06,0.03,0.09,0.06,0.09,Matches,45fdede4
David Wetherall,eng ENG,DF,24,34,34,3060,34.0,4,2,6,4,0,0,5,0,0.12,0.06,0.18,0.12,0.18,Matches,ceb3f12d
Gary Kelly,ie IRL,DF,21,34,34,2985,33.2,0,4,4,0,0,0,4,1,0.00,0.12,0.12,0.00,0.12,Matches,1832e33c
Brian Deane,eng ENG,FW,27,34,30,2788,31.0,7,4,11,7,0,0,6,0,0.23,0.13,0.36,0.23,0.36,Matches,909a4bb4
Gary Speed,wls WAL,MF,25,29,29,2572,28.6,2,1,3,2,0,0,2,0,0.07,0.03,0.10,0.07,0.10,Matches,5ca13d11
John Lukic,eng ENG,GK,34,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,99095d88
Tony Yeboah,gh GHA,FW,29,21,21,1880,20.9,12,1,13,12,0,0,1,0,0.57,0.05,0.62,0.57,0.62,Matches,19256324
Tony Dorigo,eng ENG,DF,29,17,17,1475,16.4,1,2,3,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,Matches,451c459e
Tomas Brolin,se SWE,FWMF,25,19,17,1442,16.0,3,5,8,3,0,0,3,0,0.19,0.31,0.50,0.19,0.50,Matches,73ff83e0
John Pemberton,eng ENG,DF,30,17,16,1296,14.4,0,1,1,0,0,0,9,1,0.00,0.07,0.07,0.00,0.07,Matches,b89cfe47
Rod Wallace,eng ENG,FW,25,24,12,1238,13.8,1,1,2,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,Matches,89421101
Nigel Worthington,nir NIR,DFMF,33,16,12,1168,13.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,20a32162
Andy Gray,sct SCO,FW,17,15,12,1093,12.1,0,1,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,Matches,54a44102
Richard Jobson,eng ENG,DF,32,12,12,1080,12.0,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,dfdb7d16
Mark Ford,eng ENG,MF,19,12,12,963,10.7,0,1,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches,94ed2b9c
Lucas Radebe,za RSA,DF,26,13,10,974,10.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,84d2a0f0
Mark Beeney,eng ENG,GK,27,10,10,825,9.2,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,958f12e8
Andy Couzens,eng ENG,MF,20,14,9,779,8.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,75c74499
Paul Beesley,eng ENG,DF,30,10,8,726,8.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,526b869a
Phil Masinga,za RSA,FW,26,9,6,398,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,92522d39
Mark Tinkler,eng ENG,MF,20,9,5,504,5.6,0,1,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,Matches,b6649d48
Noel Whelan,eng ENG,FW,20,8,3,288,3.2,0,1,1,,,,0,0,0.00,0.31,0.31,,,Matches,901c3bdf
Ian Harte,ie IRL,DF,17,4,2,240,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fd4fa092
Jason Blunt,eng ENG,MF,17,3,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4105b8dd
Lee Chapman,eng ENG,FW,35,2,2,151,1.7,0,1,1,0,0,0,0,1,0.00,0.60,0.60,0.00,0.60,Matches,2fecb27a
Harry Kewell,au AUS,FWMF,16,2,2,124,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,51ef13b9
David White,eng ENG,FWMF,27,4,1,210,2.3,1,0,1,1,0,0,0,0,0.43,0.00,0.43,0.43,0.43,Matches,b296c9ab
Rob Bowman,eng ENG,FW,19,3,1,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f23527a0
Alan Maybury,ie IRL,DF,16,1,1,45,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a2a6ec2e
Kevin Sharp,eng ENG,DF,20,1,0,2,0.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ab94537e
Squad Total,,,27.1,38,403,3420,38.0,38,28,66,36,2,3,61,4,1.00,0.74,1.74,0.95,1.68,,-9999
Opponent Total,,,26.8,38,,3420,38.0,,,,,,,,,,,,,,,-9999
