,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Les Ferdinand,eng ENG,FW,28,37,37,3323,36.9,25,6,31,25,0,0,4,0,0.68,0.16,0.84,0.68,0.84,Matches,aad47f5a
Rob Lee,eng ENG,MF,29,36,36,3202,35.6,8,4,12,7,1,1,3,0,0.22,0.11,0.34,0.20,0.31,Matches,291b2178
Peter Beardsley,eng ENG,FWMF,34,35,35,3106,34.5,8,9,17,6,2,3,6,0,0.23,0.26,0.49,0.17,0.43,Matches,4d9a93aa
David Ginola,fr FRA,FWMF,28,34,34,2908,32.3,5,8,13,5,0,0,6,0,0.15,0.25,0.40,0.15,0.40,Matches,189225b3
Darren Peacock,eng ENG,DF,27,34,33,2979,33.1,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches,957c8f17
John Beresford,eng ENG,DF,28,33,32,2734,30.4,0,2,2,0,0,,4,1,0.00,0.07,0.07,0.00,0.07,Matches,50d79fe2
Warren Barton,eng ENG,DF,26,31,30,2610,29.0,0,4,4,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,Matches,7e732709
Steve Howey,eng ENG,DF,23,28,28,2500,27.8,1,1,2,1,0,0,2,0,0.04,0.04,0.07,0.04,0.07,Matches,c1dd78cb
Keith Gillespie,nir NIR,FWMF,20,28,26,2105,23.4,4,6,10,4,0,0,3,0,0.17,0.26,0.43,0.17,0.43,Matches,012f440e
Shaka Hislop,tt TRI,GK,26,24,24,2109,23.4,0,1,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,Matches,7f44f7dd
Lee Clark,eng ENG,MF,22,28,22,2081,23.1,2,1,3,2,0,0,1,0,0.09,0.04,0.13,0.09,0.13,Matches,8bd64c51
Philippe Albert,be BEL,DF,27,23,19,1804,20.0,4,1,5,4,0,0,5,0,0.20,0.05,0.25,0.20,0.25,Matches,749d95dc
Steve Watson,eng ENG,DFMF,21,23,15,1520,16.9,3,1,4,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24,Matches,302d8e76
Pavel Srníček,cz CZE,GK,27,15,14,1311,14.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,db13a630
David Batty,eng ENG,MF,26,11,11,990,11.0,1,2,3,,,,2,0,0.09,0.18,0.27,,,Matches,21b2e37b
Faustino Asprilla,co COL,FW,25,14,11,980,10.9,3,7,10,3,0,0,2,0,0.28,0.64,0.92,0.28,0.92,Matches,ec043e74
Robbie Elliott,eng ENG,DF,21,6,5,516,5.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,9ade4dc1
Scott Sellars,eng ENG,MF,29,6,2,316,3.5,0,1,1,,,,0,0,0.00,0.28,0.28,,,Matches,f767b113
Paul Kitson,eng ENG,FW,24,7,2,223,2.5,2,1,3,2,0,0,1,0,0.81,0.40,1.21,0.81,1.21,Matches,86707c0d
Ruel Fox,ms MSR,MF,27,4,2,196,2.2,0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches,ec357eb1
Darren Huckerby,eng ENG,FWMF,19,1,0,45,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,906c8f78
Marc Hottiger,ch SUI,DF,27,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,90a29591
Squad Total,,,27.1,38,401,3420,38.0,68,54,122,65,3,4,48,1,1.79,1.42,3.21,1.71,3.13,,-9999
Opponent Total,,,26.8,38,,3420,38.0,,,,,,,,,,,,,,,-9999
