,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Nigel Pearson,eng ENG,DF,31,36,36,3138,34.9,0,1,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,Matches,abe6b945
Neil Cox,eng ENG,DF,23,35,35,3150,35.0,2,1,3,2,0,0,7,0,0.06,0.03,0.09,0.06,0.09,Matches,dee2b65d
Nick Barmby,eng ENG,FWMF,21,32,32,2880,32.0,7,7,14,7,0,1,4,0,0.22,0.22,0.44,0.22,0.44,Matches,4af0a400
Steve Vickers,eng ENG,DF,27,32,32,2880,32.0,1,0,1,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,Matches,4b0dbeef
Gary Walsh,eng ENG,GK,27,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,82dc3961
Jamie Pollock,eng ENG,MF,21,31,31,2635,29.3,1,2,3,1,0,0,10,0,0.03,0.07,0.10,0.03,0.10,Matches,d6eae203
Jan Åge Fjørtoft,no NOR,FW,28,28,27,2288,25.4,6,4,10,6,0,0,3,0,0.24,0.16,0.39,0.24,0.39,Matches,c5694827
Derek Whyte,sct SCO,DF,26,25,24,2092,23.2,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches,97e8d820
Chris Morris,ie IRL,DF,31,23,22,1980,22.0,2,1,3,2,0,0,9,0,0.09,0.05,0.14,0.09,0.14,Matches,0412a4df
Robbie Mustoe,eng ENG,MF,26,21,21,1814,20.2,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches,2c02df03
Juninho Paulista,br BRA,MF,22,21,20,1704,18.9,2,3,5,2,0,0,2,0,0.11,0.16,0.26,0.11,0.26,Matches,093373a5
Craig Hignett,eng ENG,FWMF,25,22,18,1629,18.1,5,1,6,3,2,2,6,0,0.28,0.06,0.33,0.17,0.22,Matches,04f2da3e
Curtis Fleming,ie IRL,DF,26,13,13,1143,12.7,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,2b507014
Craig Liddle,eng ENG,DF,23,13,12,1125,12.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2b5b82c1
Phil Stamp,eng ENG,MF,19,12,11,920,10.2,2,0,2,2,0,0,0,0,0.20,0.00,0.20,0.20,0.20,Matches,f50ed0f5
Phil Whelan,eng ENG,DF,23,13,9,869,9.7,1,0,1,1,0,0,6,1,0.10,0.00,0.10,0.10,0.10,Matches,e2887e98
John Hendrie,sct SCO,FWMF,31,13,7,720,8.0,1,1,2,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,Matches,aedb61c3
Alan Miller,eng ENG,GK,25,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ba82c15d
Graham Kavanagh,ie IRL,MF,21,7,6,523,5.8,1,1,2,0,1,1,0,0,0.17,0.17,0.34,0.00,0.17,Matches,dc15f511
Alan Moore,ie IRL,MF,20,12,5,629,7.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,ee3b147f
Branco,br BRA,DF,31,7,5,422,4.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7691db8d
Clayton Blackmore,wls WAL,DFMF,30,5,4,382,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bd616538
Jaime Moreno,bo BOL,FW,21,7,2,239,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,863c44fc
Keith O'Halloran,ie IRL,MF,19,3,2,218,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bc41d3c1
Paul Wilkinson,eng ENG,FW,30,3,2,210,2.3,0,1,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,Matches,05b94f7b
Chris Freestone,eng ENG,FW,23,3,2,195,2.2,1,1,2,1,0,0,0,0,0.46,0.46,0.92,0.46,0.92,Matches,bc5ee3a8
Bryan Robson,eng ENG,MF,38,2,1,154,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,40d8240b
Michael Barron,eng ENG,DF,20,1,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bb66d963
Andy Campbell,eng ENG,FW,16,2,1,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8dde3e19
Mark Summerbell,eng ENG,MF,18,1,0,51,0.6,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f92c694b
Squad Total,,,26.0,38,418,3420,38.0,34,27,61,31,3,4,73,3,0.89,0.71,1.61,0.82,1.53,,-9999
Opponent Total,,,26.7,38,,3420,38.0,,,,,,,,,,,,,,,-9999
