,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Leonardo Bonucci,it ITA,DF,28,36,35,3156,35.1,3,1,4,3,0,0,6,0,0.09,0.03,0.11,0.09,0.11,Matches,52ec54d0
Gianluigi Buffon,it ITA,GK,37,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e40d028b
Paul Pogba,fr FRA,MF,22,35,33,3019,33.5,8,12,20,7,1,2,10,0,0.24,0.36,0.60,0.21,0.57,Matches,867239d3
Andrea Barzagli,it ITA,DF,34,31,31,2737,30.4,1,0,1,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,Matches,7c0000fd
Paulo Dybala,ar ARG,FW,21,34,29,2443,27.1,19,9,28,13,6,6,1,0,0.70,0.33,1.03,0.48,0.81,Matches,e0921a4f
Patrice Evra,fr FRA,MFDF,34,26,24,2044,22.7,2,3,5,2,0,0,7,1,0.09,0.13,0.22,0.09,0.22,Matches,51a3caf1
Mario Mandžukić,hr CRO,FW,29,27,24,2040,22.7,10,4,14,10,0,0,5,0,0.44,0.18,0.62,0.44,0.62,Matches,afa0d4e0
Claudio Marchisio,it ITA,MF,29,23,23,1927,21.4,0,2,2,0,0,0,8,0,0.00,0.09,0.09,0.00,0.09,Matches,e304acd5
Stephan Lichtsteiner,ch SUI,MFDF,31,26,22,1817,20.2,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches,99b1d0e6
Giorgio Chiellini,it ITA,DF,30,24,21,1787,19.9,1,0,1,1,0,0,6,1,0.05,0.00,0.05,0.05,0.05,Matches,e85fb9b8
Sami Khedira,de GER,MF,28,20,20,1528,17.0,5,4,9,5,0,0,3,1,0.29,0.24,0.53,0.29,0.53,Matches,38ac43d3
Juan Cuadrado,co COL,MFFW,27,28,16,1724,19.2,4,5,9,4,0,0,2,0,0.21,0.26,0.47,0.21,0.47,Matches,0ab1f153
Álvaro Morata,es ESP,FW,22,34,16,1441,16.0,7,7,14,6,1,1,6,1,0.44,0.44,0.87,0.37,0.81,Matches,129af0db
Alex Sandro,br BRA,MFDF,24,22,15,1501,16.7,2,3,5,2,0,0,7,1,0.12,0.18,0.30,0.12,0.30,Matches,0d82903c
Daniele Rugani,it ITA,DF,21,17,11,1167,13.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,14b8fcdf
Stefano Sturaro,it ITA,MF,22,19,11,1026,11.4,1,0,1,1,0,0,6,0,0.09,0.00,0.09,0.09,0.09,Matches,2334478a
Hernanes,br BRA,MFFW,30,14,10,863,9.6,1,1,2,1,0,0,6,0,0.10,0.10,0.21,0.10,0.21,Matches,cfc2ee72
Roberto Pereyra,ar ARG,MFFW,24,13,9,802,8.9,0,1,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,Matches,75f2c59f
Mario Lemina,ga GAB,MF,21,10,7,729,8.1,2,0,2,1,1,0,4,0,0.25,0.00,0.25,0.12,0.12,Matches,2b471f99
Simone Padoin,it ITA,MFDF,31,12,6,580,6.4,1,0,1,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches,5eb72339
Kwadwo Asamoah,gh GHA,MF,26,11,6,569,6.3,0,1,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches,089550f5
Simone Zaza,it ITA,FW,24,19,5,673,7.5,5,0,5,5,0,0,6,1,0.67,0.00,0.67,0.67,0.67,Matches,9592289a
Martín Cáceres,uy URU,DF,28,6,5,448,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e94d79e3
Neto,br BRA,GK,26,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a9dc785c
Kingsley Coman,fr FRA,FW,19,1,1,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,042e8a49
Fernando Llorente,es ESP,FW,30,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,82dbf623
Mauricio Isla,cl CHI,DFMF,27,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,de4517dd
Andrea Favilli,it ITA,FW,18,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,44510fde
Emil Audero,id IDN,GK,18,0,0,,,,,,,,,,,,,,,,Matches,649b01d8
Francesco Cassata,it ITA,MF,18,0,0,,,,,,,,,,,,,,,,Matches,96960855
Filippo Romagna,it ITA,DF,18,0,0,,,,,,,,,,,,,,,,Matches,84594618
Rubinho,br BRA,GK,32,0,0,,,,,,,,,,,,,,,,Matches,19aeb20a
Mattia Vitale,it ITA,MF,17,0,0,,,,,,,,,,,,,,,,Matches,8e4b894b
Squad Total,,,28.3,38,418,3420,38.0,72,54,126,63,9,9,97,0,1.89,1.42,3.32,1.66,3.08,,-9999
Opponent Total,,,26.9,38,418,3420,38.0,19,12,31,16,3,4,110,6,0.50,0.32,0.82,0.42,0.74,,-9999
